  A,  B,  Dir1, Dir2, Dir3, Dir4, Comments: 1=I595 EB & 2=I595 WB
  28922.00, 100291.00,         0,      1.00,         0,         0,         0
  28925.00,  28924.00,      1.00,         0,         0,         0,         0
  28934.00,  28602.00,      1.00,         0,         0,         0,         0
  28937.00,  34940.00,         0,      1.00,         0,         0,         0
  28939.00,  30638.00,      1.00,         0,         0,         0,         0
  28940.00,  40259.00,         0,      1.00,         0,         0,         0
  28946.00,  28791.00,         0,      1.00,         0,         0,         0
  28948.00,  30967.00,      1.00,         0,         0,         0,         0
  28962.00,  28775.00,         0,      1.00,         0,         0,         0
  28971.00,  30958.00,      1.00,         0,         0,         0,         0
  28981.00,  31657.00,      1.00,         0,         0,         0,         0
  28982.00,  26290.00,      1.00,         0,         0,         0,         0
  28984.00,  34914.00,      1.00,         0,         0,         0,         0
  28987.00,  28916.00,         0,      1.00,         0,         0,         0
  29046.00, 100269.00,         0,         0,      1.00,         0,         0
  29048.00,  40052.00,      1.00,         0,         0,         0,         0
  29094.00,  28384.00,      1.00,         0,         0,         0,         0
  29148.00, 100290.00,      1.00,         0,         0,         0,         0
  29199.00,  29094.00,      1.00,         0,         0,         0,         0
  29346.00,  35437.00,         0,      1.00,         0,         0,         0
  29349.00,  34555.00,      1.00,         0,         0,         0,         0
  29448.00,  35149.00,      1.00,         0,         0,         0,         0
  29449.00,  29448.00,      1.00,         0,         0,         0,         0
  29450.00,  29449.00,      1.00,         0,         0,         0,         0
  29458.00,  28253.00,      1.00,         0,         0,         0,         0
  29462.00,  33140.00,         0,      1.00,         0,         0,         0
  29467.00,  30714.00,         0,      1.00,         0,         0,         0
  29506.00,  30788.00,         0,      1.00,         0,         0,         0
  29551.00,  33933.00,         0,      1.00,         0,         0,         0
  29576.00,  30799.00,      1.00,         0,         0,         0,         0
  29624.00,  33439.00,         0,      1.00,         0,         0,         0
  29687.00,  29450.00,      1.00,         0,         0,         0,         0
  29889.00,  33072.00,      1.00,         0,         0,         0,         0
  30391.00,  33619.00,         0,      1.00,         0,         0,         0
  30392.00,  30907.00,      1.00,         0,         0,         0,         0
  30393.00,  30899.00,         0,      1.00,         0,         0,         0
  30394.00,  30393.00,         0,      1.00,         0,         0,         0
  30396.00,  36228.00,      1.00,         0,         0,         0,         0
  30397.00,  30402.00,      1.00,         0,         0,         0,         0
  30401.00,  30394.00,         0,      1.00,         0,         0,         0
  30402.00,  30406.00,      1.00,         0,         0,         0,         0
  30403.00,  30401.00,         0,      1.00,         0,         0,         0
  30406.00,  34154.00,      1.00,         0,         0,         0,         0
  30407.00,  34155.00,         0,      1.00,         0,         0,         0
  30409.00,  28165.00,      1.00,         0,         0,         0,         0
  30445.00,  30471.00,         0,      1.00,         0,         0,         0
  30471.00,  30475.00,         0,      1.00,         0,         0,         0
  30473.00,  31471.00,      1.00,         0,         0,         0,         0
  30475.00,  30479.00,         0,      1.00,         0,         0,         0
  30477.00,  28183.00,      1.00,         0,         0,         0,         0
  30478.00,  30473.00,      1.00,         0,         0,         0,         0
  30483.00,  30484.00,         0,      1.00,         0,         0,         0
  30483.00,  35323.00,         0,      1.00,         0,         0,         0
  30484.00,  30496.00,         0,      1.00,         0,         0,         0
  30485.00,  30489.00,      1.00,         0,         0,         0,         0
  30486.00,  31444.00,      1.00,         0,         0,         0,         0
  30487.00,  30497.00,         0,      1.00,         0,         0,         0
  30489.00,  30494.00,      1.00,         0,         0,         0,         0
  30492.00,  30487.00,         0,      1.00,         0,         0,         0
  30496.00,  30492.00,         0,      1.00,         0,         0,         0
  30497.00,  30498.00,         0,      1.00,         0,         0,         0
  30498.00,  30502.00,         0,      1.00,         0,         0,         0
  30500.00,  31434.00,      1.00,         0,         0,         0,         0
  30502.00,  30523.00,         0,      1.00,         0,         0,         0
  30503.00,  35241.00,      1.00,         0,         0,         0,         0
  30505.00,  35248.00,         0,      1.00,         0,         0,         0
  30506.00,  30525.00,         0,      1.00,         0,         0,         0
  30516.00,  31426.00,      1.00,         0,         0,         0,         0
  30517.00,  30500.00,      1.00,         0,         0,         0,         0
  30523.00,  30505.00,         0,      1.00,         0,         0,         0
  30525.00,  30527.00,         0,      1.00,         0,         0,         0
  30526.00,  28781.00,         0,      1.00,         0,         0,         0
  30527.00,  30526.00,         0,      1.00,         0,         0,         0
  30528.00,  35070.00,         0,      1.00,         0,         0,         0
  30531.00,  30538.00,         0,      1.00,         0,         0,         0
  30532.00,  30912.00,      1.00,         0,         0,         0,         0
  30534.00,  28138.00,         0,      1.00,         0,         0,         0
  30534.00,  28847.00,         0,      1.00,         0,         0,         0
  30536.00,  30532.00,      1.00,         0,         0,         0,         0
  30538.00,  30534.00,         0,      1.00,         0,         0,         0
  30555.00,  28861.00,         0,      1.00,         0,         0,         0
  30558.00,  35074.00,      1.00,         0,         0,         0,         0
  30562.00,  30555.00,         0,      1.00,         0,         0,         0
  30570.00,  33592.00,      1.00,         0,         0,         0,         0
  30611.00,  28160.00,      1.00,         0,         0,         0,         0
  30623.00,  32569.00,         0,      1.00,         0,         0,         0
  30626.00,  30625.00,         0,      1.00,         0,         0,         0
  30627.00,  30628.00,      1.00,         0,         0,         0,         0
  30628.00,  28155.00,      1.00,         0,         0,         0,         0
  30631.00,  33540.00,      1.00,         0,         0,         0,         0
  30632.00,  34706.00,      1.00,         0,         0,         0,         0
  30636.00,  30643.00,         0,      1.00,         0,         0,         0
  30637.00,  28163.00,      1.00,         0,         0,         0,         0
  30638.00,  30642.00,      1.00,         0,         0,         0,         0
  30642.00,  30637.00,      1.00,         0,         0,         0,         0
  30643.00,  30962.00,         0,      1.00,         0,         0,         0
  30644.00,  28154.00,         0,      1.00,         0,         0,         0
  30645.00,  30647.00,      1.00,         0,         0,         0,         0
  30646.00,  30644.00,         0,      1.00,         0,         0,         0
  30647.00,  35741.00,      1.00,         0,         0,         0,         0
  30648.00,  30646.00,         0,      1.00,         0,         0,         0
  30713.00,  28151.00,      1.00,         0,         0,         0,         0
  30714.00,  34252.00,         0,      1.00,         0,         0,         0
  30725.00,  30708.00,         0,      1.00,         0,         0,         0
  30726.00,  29687.00,      1.00,         0,         0,         0,         0
  30731.00,  32317.00,         0,      1.00,         0,         0,         0
  30752.00,  28492.00,         0,      1.00,         0,         0,         0
  30753.00,  33223.00,      1.00,         0,         0,         0,         0
  30765.00,  29579.00,      1.00,         0,         0,         0,         0
  30787.00,  33934.00,      1.00,         0,         0,         0,         0
  30788.00,  28149.00,         0,      1.00,         0,         0,         0
  30789.00,  30792.00,         0,      1.00,         0,         0,         0
  30790.00,  28557.00,      1.00,         0,         0,         0,         0
  30791.00,  33165.00,      1.00,         0,         0,         0,         0
  30792.00,  28532.00,         0,      1.00,         0,         0,         0
  30797.00,  34708.00,      1.00,         0,         0,         0,         0
  30799.00,  34713.00,      1.00,         0,         0,         0,         0
  30800.00,  29567.00,         0,      1.00,         0,         0,         0
  30803.00,  30800.00,         0,      1.00,         0,         0,         0
  30804.00,  33438.00,      1.00,         0,         0,         0,         0
  30866.00,  34947.00,      1.00,         0,         0,         0,         0
  30890.00,  29889.00,      1.00,         0,         0,         0,         0
  30891.00,  28837.00,         0,      1.00,         0,         0,         0
  30898.00,  30396.00,      1.00,         0,         0,         0,         0
  30907.00,  33621.00,      1.00,         0,         0,         0,         0
  30913.00,  30531.00,         0,      1.00,         0,         0,         0
  30915.00,  33537.00,      1.00,         0,         0,         0,         0
  30925.00,  32107.00,         0,      1.00,         0,         0,         0
  30926.00,  33444.00,      1.00,         0,         0,         0,         0
  30927.00,  32678.00,      1.00,         0,         0,         0,         0
  30954.00,  28966.00,         0,      1.00,         0,         0,         0
  30958.00,  30477.00,      1.00,         0,         0,         0,         0
  30961.00,  28961.00,      1.00,         0,         0,         0,         0
  30962.00,  28941.00,         0,      1.00,         0,         0,         0
  30967.00,  34198.00,      1.00,         0,         0,         0,         0
  30970.00,  28948.00,      1.00,         0,         0,         0,         0
  30976.00,  33463.00,      1.00,         0,         0,         0,         0
  30980.00,  31113.00,      1.00,         0,         0,         0,         0
  31098.00,  30890.00,      1.00,         0,         0,         0,         0
  31101.00,  28119.00,         0,         0,         0,      1.00,         0
  31101.00,  30979.00,         0,      1.00,         0,         0,         0
  31113.00, 100326.00,         0,         0,         0,      1.00,         0
  31167.00,  31347.00,         0,         0,         0,      1.00,         0
  31184.00,  28984.00,      1.00,         0,         0,         0,         0
  31297.00,  31101.00,         0,         0,      1.00,         0,         0
  31317.00,  31297.00,         0,         0,      1.00,         0,         0
  31337.00,  31317.00,         0,         0,      1.00,         0,         0
  31347.00,  32202.00,         0,         0,      1.00,         0,         0
  31385.00,  33938.00,      1.00,         0,         0,         0,         0
  31409.00,  28175.00,      1.00,         0,         0,         0,         0
  31411.00, 100338.00,         0,         0,      1.00,         0,         0
  31413.00,  31416.00,      1.00,         0,         0,         0,         0
  31416.00,  31418.00,      1.00,         0,         0,         0,         0
  31418.00,  30503.00,      1.00,         0,         0,         0,         0
  31426.00,  30517.00,      1.00,         0,         0,         0,         0
  31427.00,  31429.00,         0,         0,      1.00,         0,         0
  31429.00,  31452.00,         0,         0,      1.00,         0,         0
  31434.00,  30485.00,      1.00,         0,         0,         0,         0
  31444.00,  28970.00,      1.00,         0,         0,         0,         0
  31452.00,  31457.00,         0,         0,         0,      1.00,         0
  31457.00,  21782.00,         0,         0,      1.00,         0,         0
  31480.00,  31486.00,         0,         0,      1.00,         0,         0
  31486.00,  31517.00,         0,         0,         0,      1.00,         0
  31517.00,  31537.00,         0,         0,         0,      1.00,         0
  31537.00, 100328.00,         0,         0,         0,      1.00,         0
  31567.00,  31842.00,         0,         0,         0,      1.00,         0
  31657.00,  21330.00,      1.00,         0,         0,         0,         0
  31842.00,  31867.00,         0,         0,         0,      1.00,         0
  31842.00,  35406.00,         0,      1.00,         0,         0,         0
  31867.00,  31337.00,         0,         0,      1.00,         0,         0
  32107.00,  28769.00,         0,      1.00,         0,         0,         0
  32107.00,  40261.00,         0,      1.00,         0,         0,         0
  32117.00,  30927.00,      1.00,         0,         0,         0,         0
  32202.00,  31411.00,         0,         0,      1.00,         0,         0
  32203.00,  30970.00,      1.00,         0,         0,         0,         0
  32207.00,  33460.00,         0,      1.00,         0,         0,         0
  32212.00,  34681.00,      1.00,         0,         0,         0,         0
  32307.00,  28816.00,      1.00,         0,         0,         0,         0
  32317.00,  33062.00,         0,      1.00,         0,         0,         0
  32327.00,  30726.00,      1.00,         0,         0,         0,         0
  32387.00,  28157.00,         0,      1.00,         0,         0,         0
  32474.00,  33541.00,         0,      1.00,         0,         0,         0
  32565.00,  28162.00,         0,      1.00,         0,         0,         0
  32569.00,  32565.00,         0,      1.00,         0,         0,         0
  32678.00,  34677.00,      1.00,         0,         0,         0,         0
  32733.00,  33327.00,      1.00,         0,         0,         0,         0
  32781.00,  40347.00,      1.00,         0,         0,         0,         0
  32788.00,  40009.00,      1.00,         0,         0,         0,         0
  32864.00,  40062.00,      1.00,         0,         0,         0,         0
  32929.00,  40014.00,      1.00,         0,         0,         0,         0
  33062.00,  33380.00,         0,      1.00,         0,         0,         0
  33062.00,  33418.00,         0,      1.00,         0,         0,         0
  33067.00,  32327.00,      1.00,         0,         0,         0,         0
  33070.00,  30891.00,         0,      1.00,         0,         0,         0
  33072.00,  33382.00,      1.00,         0,         0,         0,         0
  33082.00,  35092.00,      1.00,         0,         0,         0,         0
  33126.00,  40340.00,      1.00,         0,         0,         0,         0
  33137.00,  29349.00,      1.00,         0,         0,         0,         0
  33140.00,  28876.00,         0,      1.00,         0,         0,         0
  33165.00,  30790.00,      1.00,         0,         0,         0,         0
  33172.00,  33137.00,      1.00,         0,         0,         0,         0
  33223.00,  28537.00,      1.00,         0,         0,         0,         0
  33232.00,  36405.00,         0,      1.00,         0,         0,         0
  33242.00,  28497.00,      1.00,         0,         0,         0,         0
  33327.00,  28938.00,      1.00,         0,         0,         0,         0
  33369.00,  28987.00,         0,      1.00,         0,         0,         0
  33373.00,  28981.00,      1.00,         0,         0,         0,         0
  33378.00,  33067.00,      1.00,         0,         0,         0,         0
  33381.00,  33070.00,         0,      1.00,         0,         0,         0
  33394.00,  33395.00,      1.00,         0,         0,         0,         0
  33395.00,  33443.00,      1.00,         0,         0,         0,         0
  33396.00,  33404.00,      1.00,         0,         0,         0,         0
  33404.00,  33445.00,      1.00,         0,         0,         0,         0
  33416.00,  33417.00,      1.00,         0,         0,         0,         0
  33416.00,  33467.00,      1.00,         0,         0,         0,         0
  33417.00,  33067.00,      1.00,         0,         0,         0,         0
  33417.00,  33454.00,      1.00,         0,         0,         0,         0
  33418.00,  33419.00,         0,      1.00,         0,         0,         0
  33419.00,  33447.00,         0,      1.00,         0,         0,         0
  33433.00,  33456.00,         0,      1.00,         0,         0,         0
  33438.00,  29624.00,      1.00,         0,         0,         0,         0
  33439.00,  30803.00,         0,      1.00,         0,         0,         0
  33443.00,  33396.00,      1.00,         0,         0,         0,         0
  33444.00,  33458.00,      1.00,         0,         0,         0,         0
  33446.00,  33416.00,      1.00,         0,         0,         0,         0
  33448.00,  33433.00,         0,      1.00,         0,         0,         0
  33454.00,  28877.00,      1.00,         0,         0,         0,         0
  33455.00,  33418.00,         0,      1.00,         0,         0,         0
  33455.00,  33951.00,         0,      1.00,         0,         0,         0
  33456.00,  33394.00,         0,      1.00,         0,         0,         0
  33457.00,  28770.00,         0,      1.00,         0,         0,         0
  33458.00,  32212.00,      1.00,         0,         0,         0,         0
  33459.00,  30976.00,      1.00,         0,         0,         0,         0
  33460.00,  33457.00,         0,      1.00,         0,         0,         0
  33463.00,  34696.00,      1.00,         0,         0,         0,         0
  33464.00,  28772.00,         0,      1.00,         0,         0,         0
  33467.00,  34698.00,      1.00,         0,         0,         0,         0
  33467.00,  35227.00,      1.00,         0,         0,         0,         0
  33469.00,  33419.00,         0,      1.00,         0,         0,         0
  33522.00,  30392.00,      1.00,         0,         0,         0,         0
  33524.00,  28319.00,      1.00,         0,         0,         0,         0
  33530.00,  33532.00,         0,      1.00,         0,         0,         0
  33530.00,  35066.00,         0,      1.00,         0,         0,         0
  33531.00,  33524.00,      1.00,         0,         0,         0,         0
  33537.00,  28795.00,      1.00,         0,         0,         0,         0
  33540.00,  30611.00,      1.00,         0,         0,         0,         0
  33541.00,  30623.00,         0,      1.00,         0,         0,         0
  33592.00,  35218.00,      1.00,         0,         0,         0,         0
  33592.00,  35327.00,      1.00,         0,         0,         0,         0
  33594.00,  35217.00,         0,      1.00,         0,         0,         0
  33594.00,  35325.00,         0,      1.00,         0,         0,         0
  33619.00,  28900.00,         0,      1.00,         0,         0,         0
  33621.00,  31153.00,      1.00,         0,         0,         0,         0
  33622.00,  28794.00,         0,      1.00,         0,         0,         0
  33623.00,  33594.00,         0,      1.00,         0,         0,         0
  33623.00,  34144.00,         0,      1.00,         0,         0,         0
  33624.00,  33631.00,      1.00,         0,         0,         0,         0
  33632.00,  33623.00,         0,      1.00,         0,         0,         0
  33633.00,  33635.00,      1.00,         0,         0,         0,         0
  33634.00,  33639.00,         0,      1.00,         0,         0,         0
  33635.00,  33636.00,      1.00,         0,         0,         0,         0
  33636.00,  34115.00,      1.00,         0,         0,         0,         0
  33637.00,  33634.00,         0,      1.00,         0,         0,         0
  33638.00,  33637.00,         0,      1.00,         0,         0,         0
  33638.00,  33642.00,         0,      1.00,         0,         0,         0
  33640.00,  33633.00,      1.00,         0,         0,         0,         0
  33641.00,  33636.00,      1.00,         0,         0,         0,         0
  33933.00,  29506.00,         0,      1.00,         0,         0,         0
  33934.00,  30765.00,         0,      1.00,         0,         0,         0
  33938.00,  33454.00,      1.00,         0,         0,         0,         0
  33951.00,  28817.00,         0,      1.00,         0,         0,         0
  34112.00,  33638.00,         0,      1.00,         0,         0,         0
  34115.00,  35046.00,      1.00,         0,         0,         0,         0
  34115.00,  35053.00,         0,      1.00,         0,         0,         0
  34145.00,  33624.00,      1.00,         0,         0,         0,         0
  34154.00,  34913.00,      1.00,         0,         0,         0,         0
  34155.00,  30403.00,         0,      1.00,         0,         0,         0
  34187.00,  28617.00,         0,      1.00,         0,         0,         0
  34198.00,  31385.00,      1.00,         0,         0,         0,         0
  34199.00,  28946.00,         0,      1.00,         0,         0,         0
  34212.00,  33469.00,         0,      1.00,         0,         0,         0
  34252.00,  30725.00,         0,      1.00,         0,         0,         0
  34555.00,  31098.00,      1.00,         0,         0,         0,         0
  34662.00,  30791.00,      1.00,         0,         0,         0,         0
  34668.00,  34187.00,         0,      1.00,         0,         0,         0
  34674.00,  32117.00,      1.00,         0,         0,         0,         0
  34674.00,  32733.00,      1.00,         0,         0,         0,         0
  34675.00,  40344.00,         0,      1.00,         0,         0,         0
  34676.00,  34675.00,         0,      1.00,         0,         0,         0
  34677.00,  30926.00,      1.00,         0,         0,         0,         0
  34681.00,  33459.00,      1.00,         0,         0,         0,         0
  34694.00,  28777.00,         0,      1.00,         0,         0,         0
  34695.00,  32203.00,      1.00,         0,         0,         0,         0
  34698.00,  28875.00,      1.00,         0,         0,         0,         0
  34706.00,  30631.00,      1.00,         0,         0,         0,         0
  34708.00,  30787.00,      1.00,         0,         0,         0,         0
  34713.00,  30804.00,      1.00,         0,         0,         0,         0
  34908.00,  30413.00,      1.00,         0,         0,         0,         0
  34913.00,  31184.00,      1.00,         0,         0,         0,         0
  34914.00,  30409.00,      1.00,         0,         0,         0,         0
  34940.00,  34668.00,         0,      1.00,         0,         0,         0
  34941.00,  28935.00,      1.00,         0,         0,         0,         0
  34947.00,  28207.00,      1.00,         0,         0,         0,         0
  34948.00,  30866.00,      1.00,         0,         0,         0,         0
  35042.00,  34112.00,         0,      1.00,         0,         0,         0
  35043.00,  35042.00,         0,      1.00,         0,         0,         0
  35046.00,  35047.00,      1.00,         0,         0,         0,         0
  35046.00,  35193.00,      1.00,         0,         0,         0,         0
  35053.00,  35065.00,         0,      1.00,         0,         0,         0
  35055.00,  34112.00,      1.00,         0,         0,         0,         0
  35065.00,  33524.00,      1.00,         0,         0,         0,         0
  35065.00,  35067.00,      1.00,         0,         0,         0,         0
  35066.00,  35055.00,      1.00,         0,         0,         0,         0
  35068.00,  35066.00,         0,      1.00,         0,         0,         0
  35070.00,  30562.00,         0,      1.00,         0,         0,         0
  35074.00,  31409.00,      1.00,         0,         0,         0,         0
  35089.00,  33102.00,         0,      1.00,         0,         0,         0
  35092.00,  36406.00,      1.00,         0,         0,         0,         0
  35148.00,  28907.00,         0,      1.00,         0,         0,         0
  35149.00,  29199.00,      1.00,         0,         0,         0,         0
  35193.00,  35200.00,      1.00,         0,         0,         0,         0
  35193.00,  35399.00,      1.00,         0,         0,         0,         0
  35199.00,  35201.00,         0,      1.00,         0,         0,         0
  35201.00,  35203.00,         0,      1.00,         0,         0,         0
  35202.00,  35203.00,         0,      1.00,         0,         0,         0
  35203.00,  35042.00,         0,      1.00,         0,         0,         0
  35204.00,  33469.00,         0,      1.00,         0,         0,         0
  35213.00,  35413.00,         0,      1.00,         0,         0,         0
  35217.00,  28842.00,         0,      1.00,         0,         0,         0
  35218.00,  33624.00,      1.00,         0,         0,         0,         0
  35219.00,  35328.00,      1.00,         0,         0,         0,         0
  35219.00,  35331.00,      1.00,         0,         0,         0,         0
  35221.00,  35213.00,         0,      1.00,         0,         0,         0
  35227.00,  35414.00,      1.00,         0,         0,         0,         0
  35241.00,  30516.00,      1.00,         0,         0,         0,         0
  35248.00,  30506.00,         0,      1.00,         0,         0,         0
  35254.00,  29402.00,      1.00,         0,         0,         0,         0
  35323.00,  35329.00,         0,      1.00,         0,         0,         0
  35323.00,  35334.00,         0,      1.00,         0,         0,         0
  35324.00,  31444.00,      1.00,         0,         0,         0,         0
  35325.00,  35213.00,         0,      1.00,         0,         0,         0
  35325.00,  35324.00,      1.00,         0,         0,         0,         0
  35327.00,  35221.00,      1.00,         0,         0,         0,         0
  35327.00,  35328.00,      1.00,         0,         0,         0,         0
  35328.00,  35324.00,      1.00,         0,         0,         0,         0
  35329.00,  35218.00,      1.00,         0,         0,         0,         0
  35331.00,  35329.00,      1.00,         0,         0,         0,         0
  35331.00,  35332.00,      1.00,         0,         0,         0,         0
  35332.00,  35217.00,         0,      1.00,         0,         0,         0
  35334.00,  35221.00,         0,      1.00,         0,         0,         0
  35334.00,  35332.00,         0,      1.00,         0,         0,         0
  35340.00,  28370.00,         0,      1.00,         0,         0,         0
  35351.00,  28351.00,      1.00,         0,         0,         0,         0
  35351.00,  35350.00,      1.00,         0,         0,         0,         0
  35352.00,  28346.00,         0,      1.00,         0,         0,         0
  35353.00,  35352.00,      1.00,         0,         0,         0,         0
  35399.00,  32202.00,      1.00,         0,         0,         0,         0
  35406.00,  35201.00,         0,      1.00,         0,         0,         0
  35413.00,  35204.00,         0,      1.00,         0,         0,         0
  35414.00,  35219.00,      1.00,         0,         0,         0,         0
  35437.00,  35438.00,      1.00,         0,         0,         0,         0
  35438.00,  35439.00,      1.00,         0,         0,         0,         0
  35440.00,  35441.00,      1.00,         0,         0,         0,         0
  35441.00,  35442.00,      1.00,         0,         0,         0,         0
  35444.00,  35445.00,      1.00,         0,         0,         0,         0
  35445.00,  35448.00,      1.00,         0,         0,         0,         0
  35446.00,  28247.00,      1.00,         0,         0,         0,         0
  35449.00,  35450.00,      1.00,         0,         0,         0,         0
  35450.00,  35455.00,      1.00,         0,         0,         0,         0
  35451.00,  35450.00,      1.00,         0,         0,         0,         0
  35455.00,  35446.00,      1.00,         0,         0,         0,         0
  35741.00,  32592.00,      1.00,         0,         0,         0,         0
  35741.00,  35740.00,         0,      1.00,         0,         0,         0
  35982.00,  28709.00,         0,      1.00,         0,         0,         0
  36228.00,  30397.00,      1.00,         0,         0,         0,         0
  36405.00,  35089.00,         0,      1.00,         0,         0,         0
  36406.00,  33242.00,      1.00,         0,         0,         0,         0
  37125.00,  20045.00,         0,      1.00,         0,         0,         0
  37125.00,  20075.00,         0,      1.00,         0,         0,         0
  40006.00,  40026.00,      1.00,         0,         0,         0,         0
  40007.00,  28757.00,         0,      1.00,         0,         0,         0
  40009.00,  40006.00,      1.00,         0,         0,         0,         0
  40011.00,  40015.00,         0,      1.00,         0,         0,         0
  40012.00,  32864.00,      1.00,         0,         0,         0,         0
  40014.00,  40012.00,      1.00,         0,         0,         0,         0
  40015.00,  28717.00,         0,      1.00,         0,         0,         0
  40018.00,  28677.00,      1.00,         0,         0,         0,         0
  40020.00,  28647.00,         0,      1.00,         0,         0,         0
  40021.00,  28657.00,      1.00,         0,         0,         0,         0
  40022.00,  40064.00,      1.00,         0,         0,         0,         0
  40022.00,  40299.00,      1.00,         0,         0,         0,         0
  40025.00,  40007.00,      1.00,         0,         0,         0,         0
  40026.00,  32781.00,      1.00,         0,         0,         0,         0
  40043.00,  26220.00,         0,      1.00,         0,         0,         0
  40045.00,  23226.00,         0,      1.00,         0,         0,         0
  40052.00, 100271.00,      1.00,         0,         0,         0,         0
  40059.00,  28694.00,         0,      1.00,         0,         0,         0
  40061.00,  28747.00,         0,      1.00,         0,         0,         0
  40062.00,  32788.00,      1.00,         0,         0,         0,         0
  40063.00,  28552.00,         0,      1.00,         0,         0,         0
  40064.00,  33126.00,      1.00,         0,         0,         0,         0
  40203.00,  26832.00,         0,      1.00,         0,         0,         0
  40205.00,  26831.00,      1.00,         0,         0,         0,         0
  40207.00,  40205.00,      1.00,         0,         0,         0,         0
  40225.00,  26821.00,      1.00,         0,         0,         0,         0
  40228.00,  40229.00,         0,      1.00,         0,         0,         0
  40229.00,  40230.00,         0,      1.00,         0,         0,         0
  40230.00,  26822.00,         0,      1.00,         0,         0,         0
  40232.00,  26817.00,      1.00,         0,         0,         0,         0
  40233.00,  40236.00,         0,      1.00,         0,         0,         0
  40235.00,  40232.00,      1.00,         0,         0,         0,         0
  40236.00,  26818.00,         0,      1.00,         0,         0,         0
  40237.00,  26820.00,         0,      1.00,         0,         0,         0
  40244.00,  26810.00,         0,      1.00,         0,         0,         0
  40245.00,  26723.00,      1.00,         0,         0,         0,         0
  40246.00,  26715.00,      1.00,         0,         0,         0,         0
  40247.00,  26716.00,         0,      1.00,         0,         0,         0
  40249.00,  40250.00,      1.00,         0,         0,         0,         0
  40250.00,  26707.00,      1.00,         0,         0,         0,         0
  40252.00,  26708.00,         0,      1.00,         0,         0,         0
  40255.00,  16965.00,      1.00,         0,         0,         0,         0
  40257.00,  19346.00,         0,      1.00,         0,         0,         0
  40259.00,  34676.00,         0,      1.00,         0,         0,         0
  40261.00,  40345.00,         0,      1.00,         0,         0,         0
  40267.00,  40276.00,         0,      1.00,         0,         0,         0
  40269.00,  40270.00,         0,      1.00,         0,         0,         0
  40270.00,  40267.00,      1.00,         0,         0,         0,         0
  40276.00,  40279.00,         0,      1.00,         0,         0,         0
  40279.00,  40280.00,         0,      1.00,         0,         0,         0
  40280.00,  40288.00,         0,      1.00,         0,         0,         0
  40289.00,  40298.00,         0,      1.00,         0,         0,         0
  40298.00,  28552.00,         0,      1.00,         0,         0,         0
  40298.00,  40339.00,         0,      1.00,         0,         0,         0
  40299.00,  40308.00,      1.00,         0,         0,         0,         0
  40309.00,  40317.00,      1.00,         0,         0,         0,         0
  40317.00,  40318.00,      1.00,         0,         0,         0,         0
  40318.00,  40321.00,      1.00,         0,         0,         0,         0
  40319.00,  40322.00,      1.00,         0,         0,         0,         0
  40321.00,  40319.00,      1.00,         0,         0,         0,         0
  40322.00,  40346.00,      1.00,         0,         0,         0,         0
  40337.00,  32117.00,      1.00,         0,         0,         0,         0
  40339.00,  28567.00,         0,      1.00,         0,         0,         0
  40340.00,  28622.00,      1.00,         0,         0,         0,         0
  40340.00,  40299.00,      1.00,         0,         0,         0,         0
  40344.00,  28766.00,         0,      1.00,         0,         0,         0
  40345.00,  40269.00,         0,      1.00,         0,         0,         0
  40346.00,  40337.00,      1.00,         0,         0,         0,         0
  40347.00,  34674.00,      1.00,         0,         0,         0,         0
  40348.00,  40350.00,      1.00,         0,         0,         0,         0
  40350.00,  32929.00,      1.00,         0,         0,         0,         0
  40351.00,  35982.00,         0,      1.00,         0,         0,         0
 100032.00, 100034.00,         0,         0,         0,      1.00,         0
 100034.00, 100036.00,         0,         0,         0,      1.00,         0
 100035.00, 100033.00,         0,         0,      1.00,         0,         0
 100036.00, 100038.00,         0,         0,         0,      1.00,         0
 100037.00, 100035.00,         0,         0,      1.00,         0,         0
 100038.00, 100040.00,         0,         0,         0,      1.00,         0
 100039.00, 100037.00,         0,         0,      1.00,         0,         0
 100040.00, 100056.00,         0,         0,         0,      1.00,         0
 100041.00, 100039.00,         0,         0,      1.00,         0,         0
 100056.00, 100062.00,         0,         0,         0,      1.00,         0
 100057.00, 100041.00,         0,         0,      1.00,         0,         0
 100062.00, 100064.00,         0,         0,         0,      1.00,         0
 100063.00, 100057.00,         0,         0,      1.00,         0,         0
 100064.00, 100066.00,         0,         0,         0,      1.00,         0
 100065.00, 100063.00,         0,         0,      1.00,         0,         0
 100066.00, 100282.00,         0,         0,         0,      1.00,         0
 100093.00, 100286.00,         0,         0,      1.00,         0,         0
 100094.00, 100107.00,         0,         0,         0,      1.00,         0
 100095.00, 100093.00,         0,         0,      1.00,         0,         0
 100107.00, 100121.00,         0,         0,         0,      1.00,         0
 100108.00, 100095.00,         0,         0,      1.00,         0,         0
 100109.00, 100108.00,         0,         0,      1.00,         0,         0
 100110.00, 100109.00,         0,         0,      1.00,         0,         0
 100121.00, 100125.00,         0,         0,         0,      1.00,         0
 100124.00, 100110.00,         0,         0,      1.00,         0,         0
 100125.00, 100127.00,         0,         0,         0,      1.00,         0
 100127.00, 100135.00,         0,         0,         0,      1.00,         0
 100135.00, 100137.00,         0,         0,         0,      1.00,         0
 100136.00, 100124.00,         0,         0,      1.00,         0,         0
 100137.00, 100153.00,         0,         0,         0,      1.00,         0
